"id","availability","description","hauteur","largeur","longueur","nom","prix_unitaire","reference","fournisseur_id"
"403",77,"S66TQY2O3PE18OA9O37R7PS7769POPR4984198QA1Y2O19Y6R9EP259973Z522T546QEAR46T3Y1482QRZOQ9Q4TTQ62Q7ZQZE7A85Z7988ZP655ZOOA2Z84","146","152","259","S59TE2OP5A74A5A","91.89","QZ771","2"
"346",34,"2352T87S8S3YE4QQ666P5AQQTQP2Y2Z2R7QSPR1RSOQ269S6AYTPR69EQ8416467SQ3RZ3ER25Z222ASR5O32O6A9A2RP134APA7S289A6QZ67ZPQTPZEE26","190","300","69","4S3A1R3O9Y4R6RZ","293.12","8QOSR","2"
"97",49,"1A2O9QO54152496PZYS76Y9725ZT76OT36957TQEOT974OPPPY775ZTTSORA9ER1TO7SS3ORQZ484A914715T8QPA2PYA24AR54Q349399S32TT134QOAQ65","321","375","316","7Y749S3ZOSOT8PS","407.67","R8S13","3"
"350",93,"17RO139R4YA8SZ1961Z15Q79YR39OARQT5T7QQOE843OT214S8E46QA8TRSP98424T236S7P9ZY68853RPE94R9AT5ZP74TRTPZTAQE66Y67391TR83ZT744","490","347","124","Y439TA32YE3R2S9","194.7","ZY49S","3"
"456",41,"77A286OYTQ97E52SPPYPT98ETY8O74PES2Z26ETR681E5O5S26TSEET8T89AR8Z144Y68AS786EY4YP4PRYOO6T5YT374R8Y88O6Y5RZ4Q3SZT2P2T6Z9635","121","148","462","YAOS9Z89QY8E91T","295.93","PZA3T","2"
"434",22,"32R4Z91Z282R581TE21AZA9QA3844Z332APET81Z6OO53YS56AZ991513Y4SOPPYQZS8T83ARQRSPY6P9OQ46SE41343A8QQT71ZZ5R3SQ56ZSZAQROTQSSP","372","485","87","78325YZZ28Y3T71","255.42","Q991A","2"
"417",29,"R7941ZY36227Q3Y337153QQS776Q7135ZOPRO415EP95561ZO2EPA3Z2Y6SPQTPR5O6933P7O42346436AET95ZOZETRZ2E55EE3QT8Y3S452O39E72T5115","281","106","177","S3ZESSZSA11TSRS","231.55","98RR4","2"
"387",46,"Q82E9AS26OZ2A5Y1O7RYYE6TS49853ROR73SYA33TR17PZ5Y9YO8EPY49Z4TS43PT81AAAAO93Q284383A4O492A25T83Z65RYS4S5E827QS2T5RSY2R7E1Q","35","407","87","RSTQ26ZSY2AA41E","307.95","ZQEEY","1"
"327",61,"Y6PTOS74YRY5QTS9S9O9POSZT283R98OQE3P97R5Z76OE59233P1TQ1SAQ6EAA6A6TQOERO1EAQP1OAPY56O7ZA8RO67976117ZR1T8OQT77Z6PQ63APP3T6","212","188","90","9SARAZA7O2T2E7Y","309.64","Q3QQA","2"
"362",22,"6QP261T4YS86ZYTQS2Z633TEETA19PA8SA453E1PQ3YT2Z1Y4O26TE7E7EQT99R3887TE88623A4T6SSR1O4Y2E8YYQ2RQ1QPR97Y81RS1E2RR4874246T55","419","109","415","O5TR3A941O1P2Y4","258.34","1QZQ1","1"
"47",68,"QRAO5E8ZZAQS8QS4SZE3OS9A8EZY9Q838ZAP8PQ84719OPEY65Y9YY8QO4A6499OO926S438ZAORY58E6AQZ19SAAR55A29ZPQE824AS28RZ7243ORRPRR23","303","318","310","T9Y5OO3AO8451OZ","216.76","8ZOQT","2"
"437",21,"1SAY21E6SR9OS1OP95A8QSY9P5QR4P25TAR9Q835P1967Y8AQEZS2SA9Q213Z83PA5TZ5TSP694OEP8SEE45QY2TE7R1ZR2OS45Z9RS9TOT4POOOOSR2T83A","400","324","422","3T1242YSOSA3936","65.34","P213T","2"
"41",33,"1AT18T689TRZOR7ZT2531A34AOT3A67754A86R2O7AYAOTR54221PA329S6765AS35S2SPS6TZTPQ1Z1O777Q1Q4YOZ2S2R335EYSP1RQQ3174R9SST833A2","192","54","253","47167TA5SS44E3T","225.59","3OOAT","1"
"273",61,"TS6Z4ZR4YQ73SEE8TZA64QYSR472YT517R374O29PRZQ42ZRTZY1PATE69138O74RP3S5S5R4O68QYRZ1S67R864ZO3T6T7EZ2EZAYQTZZSQS918SY55R954","76","428","423","42R7S75285TZT6Z","177.88","73ZZ7","3"
"444",56,"ZZ12AP21E4QOS7744QE71TS24A97EPRPEY2ASYQ62A67ZZ7739SYAE5P541TP1T4APY823Y5T2674ER7A3ZRARQAS65S591TE9S21Q9RE2S97PT6Y49S1845","175","431","297","ZAZ27RPE1P9AZ1A","122.8","3ET14","3"
"376",35,"TOORP3Y3P18552ZSQE723Q7O8A3AOO2S4AS7REZ7Q338Y17T36Z973EEP954YP443612YR1S6AST7AO4ZT11PZ87E455TTP69T6SPE98P5OPSQYRZ84AS6O8","314","324","269","ET895Y413ZPARO7","470.58","Y64YS","3"
"418",40,"P598T54ZS61Y368195E7QER77ZRQS1E9OREYQZS5464Q4QO6783PYEOARTS8Y25P523RY26SZ96ZSO4OT18RQ6T248QQYASYT4493SEQ6SEYY362OYPAYYTR","95","163","48","SE3896S6P27RRSY","88.51","59Y7Q","2"
"351",86,"6Y787OQERP4O152EA7Z2Z44TQA8E3TQS2ROS49EZ87EQ7ZQ68QPTAZ274E21T6O96Z5TYS19ZY5634E2EREARZYPA286474R66A4A77QOOY2AAE81RAQR1PT","372","473","472","22TE8QOS7QE7A8O","54.17","4TZ23","3"
"169",56,"33ZRY54P5R1OA3642137SRROQSR63922P9224PROA3TSS5Z9OA5A73TE1S58OE87Y38Y83R35E9RZRPQT42PEQ1ATS5TO4AYOP78P16T99QS276AR5S3EZE4","255","432","242","R5PT186Q3ZO11T5","274.37","Z3A66","1"
"367",68,"ZY481386ZP25EY8PAASTYARAA3Z964E4Y7223RZR289225YP25O38Q29ATPZOESA2O184ZSR1OO4Z2TRQ65E1OT8OY6QRRZP1EEYPZQ7ST5ZZPO7EZAEYA1R","194","213","31","SRP5TQ19S3E7O2Z","251.57","6Y1Z3","2"
"278",90,"EYQ19416O2S54514T7YQ159ASET7SR8ZO9YZR828ARR24R8SY1QT9Q4R5Y53E5799O3Z8SQR9PS7O6YR2RTS1AS49A6ZERR7624A9Z281Q8Q4Z516TY4YA23","171","376","379","8E5S8RO2Z488AP5","229.48","PQ7Y4","2"
"263",81,"551E5S2291Y7APY23QTT3ZA4OS611QQ89ORP6A5YQY8P1T5Y8TOEYETAYEZAQA4A8T32YZAEE5Y4TPY5EAAYZAAST2Z3Z446QOOTOA1YT46TOY936689A6P3","236","235","347","PZQ747Y2P2T224Z","120.39","A246P","3"
"117",97,"EY8992AEZY82SZP7POOY3S932AZ8Q38A33SQ2O7PA4QERQ2T3R827OER33O7POQY112TZR7TR1AO94QQR8SS7RR797456PY6735PZ5ZS238Y37PQRAA4Z82E","258","472","212","A71E9A1PR8O1SR3","470.9","967QE","1"
"286",62,"QYQ6Z9AZRZ51QQ5S2P35TZOS3O96Z8Z59Z931PY176R14PREAYP885277TAYRP5SQ81ZTZQ48OPPA616O3O2771Y277R6P94OP1OR2TTOP3775P4OYRZ114A","91","327","285","6RZ8Q1QAY1OA662","341.72","R7OAE","2"
"267",86,"P737R4Q5Q997YEPS96569R153O6ST174TP6ASTQ97746Z8988Y424SRE4TT2TS13R11SQEEOS6Y6RYP4AY17YA797SRO11P8TE95STA7A91ZEAY39TT69P1S","86","430","191","42A3S63QRR5TS38","260.55","938S3","2"
"198",61,"SAR446TPO96T271YE52S777SAA49ZQT5P9S2O8SY749Z4Y99ZA48S1228TYAO546OA7P76TE6RPOZT4S35A8O6O8YO7YZ8TA3R1Q32PO52YQTAEQ44ZRQOE4","398","364","373","6Q4SEO87858ZTAO","443.86","AO5OE","1"
"205",52,"4412E2Y2T7TPR478E41AROPAQO4Y8OP6Q8OTZY9QT1AAZ1PPSSO2Y43SRT7Y4R37Y45SQZQ9ZS5QZQ72T8AY2Y9RPP4OOO2T5T679994TRR2ZEQ717Z5986Y","288","366","316","YY258484T91A944","71.25","42RE3","3"
"203",56,"944OA96EAZOESS2ARQQRP1OQAEOY14RQ5O4YT97Q228T971PQOTTT22P76497R93128R81S58P955QZ9S1ZAZPPPQ511QE4PEAY71SQ9Q89YP3RZPT2472E8","271","396","51","O7S8E2AA72855SZ","175.36","P1Q9O","1"
"477",72,"R41784SQ867TTER3E1TPA8EZ3QYZS5TYS28Y3O23PPES435Q84AYA8Z54OE7PR1R83A6ST488Z18965957A8P5ZA2E5YS8QTZYARS61248RE7R859YQ687ZR","232","281","256","8EO2696Z7T2A454","60.27","2TOS9","2"
"209",100,"62SROEOP4T7OAPEYA27YSA1ZQP7958PS84Z7OA973R87AQPEYOO652TZPS2TZ338RYQ5EETSTZ37Z5Y576Q2856O39YP2A53E43P7AESQPPYOSS3SR952ZS1","215","258","472","7YQEA96A42T6R5Y","190.74","2AP7A","3"
"264",92,"A4OZSE5STRPOQSZEAPZ814P3QP636RE64T12O243E4T4Q87Z7EEE41O583A9283E1ZZEAOOO46Q5APQS58PQ7PST3ZPO2S5EA49QY37SR9SYZE63T3Q8555R","485","450","322","1P672RZ7T12O88Z","366.49","4T4O3","1"
"447",90,"SOR8P7195Z3QQ38PAPA4Q78A8SY8S4QQ62P1T51P8648Q68AYS1QRYEORS725TOTS9QRRY44Y2AOA79566Q3YS2P24PRZ545PZAOQRRYT5SPZSPZAST7E47O","363","374","388","QY4TSOTO6SRROSQ","484.41","159ST","2"
"406",90,"3QY168EQ1Z7S63EOOOPY626PSTS881TR735485PQRQ274ZR9ZZ8R841RS27RAS789OAZOS9TPE4R68PRE9A92SO9R87S1SR9O7S5O3ZA8T97SAEREP8S8R42","361","372","259","OPAE52YO4167P19","247.88","TE3QO","1"
"409",83,"8PYATR7RTA23219EPO8PP88P85Z11OR2E52R2S2S6AQQ3EZQO9Q6Z8O8EPT6PRZR167OSSS6QOTAS46QPP4524P246357RQSE7Q8QSE43A9PS19QEA9ZTQ1Q","213","204","247","3379A4AOS5OSR54","267.17","T424S","1"
"413",2,"9P5EPPP1YPRE2RR66TO64Y2Q8SES9QR28P541S712ESOTEQ39YP14AQA1P9A4RRZE2P845R8RP967OT6S9431527Z11954EZA32AEE1P685435Z2QQ15S1Q7","484","235","129","386OO2Z5SA5RAST","125.92","3R69Z","3"
"46",98,"A47P31146789STZOA4Q6SR22ZRSZ8S84RO27691R4Z65O13Z86S4PPSZ2Q9Z72595PTA9PS5AO2S1ET37TR584O5SA9SSPY6925S8YO8E75R79172O19SYA1","209","500","81","51A465Q9O699QTP","256.23","A8A27","2"
"364",94,"T45E3Y39E61A2P33466ZEE3PZ18ORYAZ48YA4S95P7391YYOR19S5ZA9688TT7AZ4RA6E3SYS57S5Q2Q8Z6AQQY4T783YQP7OA7A1T55392YSSETYS712O54","472","313","117","T2O3YZZ7RARO83Z","475.24","6O7E2","1"
"368",6,"3OP6Y1E8A8SQZAOQ939YYT39R5A7Q9TOPQA8TZPYO2QAE7O93AYTAS84ZE5TYSY8R8T5RYEOO675PYS2487PS52TYQY27E8ZR1PYYTP8Y3P7ZYP12TPZ923T","486","418","57","RQ88O2Y439YY8QQ","459.4","872R2","2"
"363",25,"9ZT287A1YA22QA5E51TP8P6E9Q53EP3O4362E1OR2165P239E1Y6TYAYAQZO3O8Y525ZRE98EE5RR77ZQ3ZR466Y9P7ORQS3877YTY2A4Y3A14T26Y861S25","149","168","291","YS22PR9ZQPYYOE5","365.35","O9ARS","1"
"288",62,"E3976RYPQPZA53A95S4O56RR3P38PE27A5O1Z5R3ARP4AQ3613PAY1PASQ65EYPE4Q32Q8OEQ9RY3E4OQPR9E5P5QY88P68TQPQ8Q511123EOAQ4A99Z8QTA","209","173","391","6AR8RQ2SS837889","421.49","276AZ","3"
"375",90,"P5T9RQ171167A3539E4678AYPO12A3A86P1216824ES3Y4A4AEOE5YA2S746YY71A2O78R6OR2ARYR8P18Y7PA1ER7ET1O2A7ZTZ3496PTAZ136ZE55ZES58","86","398","81","2E9AY76QZ1PER11","45.83","2E62Q","1"
"175",6,"28Y639R354QQ6RE7P3O614719Q696S93288623RTEZ8PR96S9ZQ6Q1QY8E43A38Z62ZP8666OY67AOZ7RYT5T33EQ2RA2PE5A17AAE1RTAZO3S5R1PZ5QORS","440","270","317","ZYAPOT7TRA9O46A","440.1","Q6QRE","1"
"328",24,"84Q6Z2OTP6OA273A981ZA3123666R6P973AYQ1RRR2ZQZ58237S2288O59YA1YY4T5EEO554ST7R194R9RY61RZA9SQ5SRQR45898AA7OPQ965T8R8AAT94R","491","412","93","STO76ER7Q66YQ3Z","414.6","EPQ51","1"
"453",97,"329O74S3QO7S2SZ17S56RY6TR23QA29PQ3Z27Y2EY4A9Y87S33S4862Q44Y3AY11956Y1T23O7O4A682R96Y64628OO84YS82AE23RQTR8O19A1O8RTRZT95","203","41","385","R9O895SQAE5O1T2","374.85","QR9TQ","1"
"487",66,"7S28ZYRRZAYO1P6963AZR9PPPPT4EE9QR1P9Z6ZS8R79E2QO9EEO8527T6O8T85896YEP9OZ37ZZ8TQP9R83PS9R22S4Q2916T7RQZ7693ESS93E885TTY6R","76","280","499","11R299YZ2ASE3EY","179.5","RS7Y6","3"
"419",16,"RE2Y7S79241ESR9T5OT33SE473E6ZPTROQ9SZ2SS2TY85ZE9ETZT824YY42QZORY38YER8ASSR5Y53OQEQAT7ZOEE9T165SQO6TO9TPP473O6R1A2ZZEOR58","251","272","199","7SO8Z441QZ4P89O","345.86","2413S","2"
"722",9,"OS2RZA99SE3Z1OPOY1E4RARR8A2Q23ZZE5ST1TQERRZ4Q63339O3S5SQP9A14A4TZRZS262O4PQ3TZ6QT4R39Z14QZ48S744913R5RQPP1264RPP4PPS1OAZ","154","47","32","A117ZR279O6Q696","156.6","EA91S","3"
"188",20,"T5AA61P955757941OZ34S8TT5TZ8SO8EYST457YS9A64445QZPEZ381OOY2QYRP27TZ1TATS1R62S892RO34P1SP4QQ4T68Z2ARO4TP7EE1ZS3YATQQQ6QO4","217","216","317","19QORAZZQ99Q7EQ","146.42","6ZEP2","2"
"460",1,"23QQYSZ6EAY3ASOZYQR1Z7RR683624YTA66O418A52Z182PQE733YS74Z546TP18A2PQAP2PY1Z985Y5Y9YSST351Y1Z4YEPP3PQA8OY895Y626RT7QTTT3Y","298","372","71","SZ45QYSA7O5TPRS","27.27","1RPO8","1"
"92",27,"OE41R33A6SORT57QYQY4S8SAYQZO95Y4ERAE396AQQZY8987Z8S1E317A6OZ98966T6A6ATP78575APQ2Z9SPO1PR8ST827215TYR7EA86Z59O82EO92E284","264","302","233","AT679Y9RPAR3Z7E","397.7","E1P8E","2"
"265",35,"69OZ9SAR13RYA9TPZY135O51AYP999932Q3O4TT3Y8QS33A29494OE565Q6AY462YY6YZP4SQSPRQ47SO8PTTQR6RE51E9QAP19EAE569211A1T3P4TORY51","463","263","416","7677SZ4AR5YEYY7","171.54","348ZS","2"
"329",81,"EA6AYPS92SOPP1O5OQTQTOYZZZP695Y9OZ8P377ESAZ4Y6REA4OQEA11A99QQATA8Q8PY15AQET5ORR7T224P91O194PY52OAR2AEE234Y6976Q258TAROYA","350","160","49","153Z42Y7O7YA828","196.93","3ZS8A","1"
"479",8,"2Z75QP3291R92E3SQ36Z23656532RQ6QT545YS369Z4185863R3Z13Q623OS74TAO7O2QPOEARQ19YA6473YTPQ43P7QQYYZAS5R27QPYYT4TA9A1Y55P214","422","458","496","PAO54A19TA6T97Z","299.86","7APR3","2"
"428",88,"Q8RTAS6R7YYR51R9E8Q16A9ER7REZE27YAZQP81ZZ9OPO7R6TS165PE836T3Z1P1Q5A3ZP4TQ79589Y1578ETO3PP474TS4E4TY523OYS6Y971Y73AEQTAT3","94","158","374","59A5YPPOS791A5Z","440.58","Y4P72","2"
"238",19,"41S25TTO5T8RZ48OY9ERP9T5O9PTZRS5O11OOSZA3178P88ZQ88PR8QYR2A8Y44688S4Y518738ZY722943Q2PRASA85R7OYSQP358YY13949P9RZS74O19E","403","490","302","8OZO61R12YZ4RQ2","85.99","O8S27","1"
"91",80,"P8S454AP9A7EO7R96734R27898EZRE9S872O996PP1S3T6AZSTR2PR4A1PZO58Q2463TP668Z9ZEQRS15A9YAS6OE13TPT63SZ3499SRAQE5913AE7S5RY89","81","489","68","S68SPQE5ZATQ3Q7","98.61","ZE8QS","1"
"118",40,"97TZ4TR9O46Z87R5PR39ZY9O5SOR1TS4A3O14EA153AE746R3Z74S7PY454EP62Y78485YSAPY58E2ZST4E5T4ZTYAO97SZ8AST8EQ8TP86466YPQ13QPZQ2","129","413","191","99ZASA31T1OZZYT","313.94","6RR8Z","1"
"246",67,"5SETQET58O84PY2YT264Q3EPQ899RZY6P8AE78Q2QOSTY67Y4PEQ2694O3Z5717Z6391E1OPOEAZSPQ812QRPAT7O683Q124S6928536162EQ173YAY93ZO4","161","278","146","R7S5125Q8PEZ47T","460.51","S321Z","1"
"482",76,"9Y4Q6R59TA7O43YTSPQY3EEE167965152851P4AY2425P44Y69Z25TS37O6RQSREY2QSZZA9RTS3AS3S5OQ77RZO5S12S89ZZE8R8YYYR72S118E5Q57Z9T3","468","491","175","T6PSZ2E18R6SSES","270.97","OSQ67","3"
"356",1,"4Z6E3Y3OTAAT82589Q272TT8T1751A9QEQZ1PZQYZY6E99OY3768TQ22PYESOP6Z6P912SY95ZQ6AP4217QRQEA1EE354Z79PZ4OT2ZRR3QPE7TY8P1862A6","376","204","494","7OY83PPR72OZRPO","354.65","9Z4SP","3"
"280",98,"T52769Q1A3O898SZRS93E3ZZAPO7A8YPP3ZR8S8P5A5SS7199AYER11RSTTY7YT8OP8A796Q27OA9RQ3OYS7AEZTSSQ3AP85R461O2T42O82PRTRQEZA8TOP","319","429","185","AE3YR8OO6Q727S9","166.28","97P9S","1"
"680",61,"Q1921Z1YT9ES18QZRQEYYSZA794P2QYY2POERY9134QYPAO1AQ7198RZ4A3ETP3S82YY5TO92R9S39361Y2ZOOYR55AEOP97T4QRZYP7ESO3RR8Q1QZ2195Q","281","303","180","2E7YE6ORSA533PO","250.3","Z396Y","3"
"260",7,"15S23T177ZR67ZO9QT6YEYT7Y225Z82TE25PAA69847Z5Y4ER7Q5RZE7TO45465TTPATRZO3PA447YP914974ZP77EAP3PZ974145YST4YY8EYEOO2Y7ZT7Q","350","244","33","49Z14SZ55O766E8","59.51","Z7S65","1"
"173",52,"4E8YY5388TEZ5QQRO8ZTAP7YZZT1PZTEAEPO5869EPTO8O361YT7822Y1Y2E3SA8T64A3QOY91Y7SQTOTTY1OY9Q3958OZQ2AEPE6PR7Y5A8YARR68O82QS7","92","170","158","YPS2TP687Q65Z2T","256.15","5YOSR","2"
"457",39,"9ART5Y3373YET4O3O2SY8178T1Y7STQPZ81S1S8E4E1AY8EOPAEO2TS15YYZ451PO9O42TQ9ETT27Z2RA8T88Y31P25SEP7Y7ER2AR5T8QEPSY759Z18AR68","104","431","88","RYYQQR2ZTES478O","281.23","6AAYP","1"
"285",15,"2QZSZ26P69O254592S463EQRY5AS3EQ72Q7PPP346ZQAT56715RSEE79869OZ9267R8O19S989QRAOAR7P896768ZS6QTA1OO3284E7862O92SAT3ROYE4A9","32","239","374","5P4E55Y4TQR682P","243.43","3ROQA","2"
"275",31,"9428S9ZPS93ZPAQ42TPR2ERPSZYSSQ62YO57YQ392O8OP76P1TR465Y2Z9YO7Q7E2AZ5Y2S3P7431Q5OEZY543PSE5QZ58AYE98T668YE9ER3682ZAR41A3S","138","125","168","7A5Q117ARP77S34","471.6","5RYYA","3"
"276",92,"Q9716SRZZ8QZ544YR4ATSPROR787QZP9OA329TZ4ZYOQESRRY698OP99REO84OQ4345ZR6SS1P45921R88QQ65S66876TTQQQ38829AP84EE9598T89176Y2","45","478","137","POT24Z56YE4Y7EO","347.76","YZEAZ","1"
"259",22,"E9PYE6P8ZE2Z6O2QY774R8EQ39R5PTS6T693O33796SY6TTYTZ77Q571ZP2PRA9TSAO7QETA2PS131Y84Y3T92EAP62OP4RR22AOTYEQ395TP6O4PE3S8AT7","34","153","329","RTZ237E2RYS9SES","102.37","PQ898","3"
"299",89,"2379R355Y8EOT93SQ6P1Y1YZT9814ARRA3A8194TTEA57SP2T9E31SYQ79OZQ8S2OSA1SA32ZYASAP3Z737A8SQ472R873Y7ROOYEO5974SRY2P56SA63Y7O","460","401","142","O29OQO63RO6YRR6","78.4","P66Y4","2"
"282",36,"ERSS5YSY2R2SEZASZTY9ZSRYQAE2OSEA3A7E6PZA473E16S94R6RY685ZOA8129YYY76Z2T2A3PTZ64Z2Q9QYZ6737A671A72617Z43TREOOY96TQ5116P41","237","234","412","28553848P324452","282.6","67YT3","3"
"170",62,"732Y6T9ZTAYZ3YSZ3QAQEPT6OT8Q193696Z2QPT933268TR389QR937P34312S4AE3A428OTA917Q9QET2YO3EZYPTRO774TZ33T3Q437TY8982756Q7AE3R","26","83","309","Q5479ZT63154ZOY","410.14","85Z66","3"
"432",17,"81239TO2YE67EZ8561AO2S5YSP73Z3T6S65A9R2A4E6Y83E2ZTZ4S615181Z59SZO728Y41T513127RZOO53AQSPYR6Q154YP552AEOQRP961RQA19QAY486","231","439","140","7PRR45R657YOTTS","110.45","64ASR","3"
"297",54,"RE63P4P25T8T6P77Z995QA91E5S74322A9RQ6QOPTSR1A88T6ZPOT5QQ8987YR9SOTYPRZR6O1O373RQZYPSTA29O11R85QP3OEQ3TOR48Y27755RQ7RARE5","31","132","309","T4Y295OS8P8O9Y6","499.55","8RY4T","2"
"287",54,"E3TE773P234S7AYZ9TQ4A95ZOT15PPR4A5PT2A1SPS239PO69S91QA6RP5ZEYQ3P58E8S5TS3OR7242AT683612QTZOEQ3ERO938Z93TRPTQ4134EP4Q137T","192","128","427","67AAAR77OY3957P","379.29","ES991","2"
"131",32,"TY5Y719S3P6P96YYRO2Z7A249O5POR324R6AE9S78R7YY5ST26A211ORE7Y2255OEP1YEA88YE441Q5QQ383T69R481QTQ81A83APR5PE5QQE4ZO2Z87ZYTY","41","170","250","5R88196R1SP35P4","316.72","ASREP","2"
"304",30,"A51487Z791Z77RP61SQASEOQ8ZT691478Y24E8QY43E72SQ2P45416QE48Z11OE26T724779RE5Z93A724P8O8OT9815A68EE2T8ZAZ644RSAQQO4E6265OZ","386","224","474","ERO2YQPOYE84YOQ","366.78","2Y4OZ","2"
"422",97,"ZQTZZ7O94ZE25EAASZ4QYQ5QY3A7TSZ21S7AYQ474PEA8TS78O15428R679SRP27254583QP45Z2689TO54OEAS961T314A61E6O583Z845A47EAZ7Z8E7ZS","271","136","384","528P9O351AP375T","441.67","8671R","1"
"247",66,"1Q36R2Z47T3ZTA1TYO934E66OORSQOP5QEYAQ2ZYA55QQE23OTOSQQT6OZ99QQ7A6857T4ET8TYZAA2461ZQP5PPTE4Q6RROYRQSZ5OE4451EP9SRSQP5Y6R","35","127","411","6ZSER617ZSAP5R6","218.43","4EP2S","2"
"435",100,"TT1T5R7T5948E39ZY7ZEOQE5O5A7SAZ3Q96TT99SZS22EY2S54YYRE2QE6T3Q7RQ571RQO12T3939P531Z8P122Y5R724Z88S2A62RE82PYPAOQ9P938P53Q","143","221","124","6ETORA52EOQRE66","332.76","S77ZP","3"
"222",72,"8117P993SQTTRQO4RQT7RTQ331ZZPA91OYZQ1T92R4QQQR7SSOE56839973A5O4R73Z54RQR6A3YERS34O1ESEY13Y49ER2AS527T4ZEQ9OPO1AYR64OE3OA","432","310","349","P8674Y56OP3Z3AA","151.54","RT4TA","1"
"261",81,"S92S4OTP6372T4E69E4REPE233QRZPTS8O88Q65E2O8672P9OSS9Z32TE191S413QQ3RAYQ3ZYEQ6O9156A7RERPY8Q38R7EP94SY6A62OAO2T7SEQ2S1Y53","390","428","32","EP128Z66ORQ2AO7","264.56","2758A","1"
"262",63,"8QZT77YTE434O7A4Z9ZTEE2AS4YE78P985Z6O6ZQ2ET2YES2P532YZZPPAQ2P51928S268EA8Y9SPZSRASYEZYPTYPE3QEQ3TYESSEA2E39O5511332A85Q1","234","375","484","162Q6Z4QE594REA","354.69","36TS4","2"
"529",12,"R8ESYZ8172E42E2TRAOZ3R6Y2RAY7ZZQ6PP8A8O94SOYYY9979SOYZ6Q72YZ43OTQ36E682548ZYST38189ZQRQ968STAT12SPE2Z2OP4QOOA4Y8ZQ547S4Z","238","497","137","878PQ7Y424OYY7T","171.75","Y1P9Q","1"
"514",9,"O627P8A3T95SOSER9T9623QPE51RPPQT1328YA2Y1SYQ62AQ215T7696OYRST1RY73P49O8T5YY39P1SRO2A7E97Q467392AEE4RQ5753OS7RAQEOEOE4A11","134","110","305","S729Q3TYSRE15RZ","295.99","47Z78","2"
"723",51,"4SERAQ643T8877SE1A53Q7Z6QOPAYS66QQY2QQY6ZPAQ797TY3Z95YA361O6EYOE7ESZS6TQYZ1A5QEA33AZ22R83T9741Y9Y53E8695E1E52968O6Z5521O","210","185","498","7T6A6AOSSASAOOQ","46.69","OPA61","1"
"269",98,"Q849O37EOS6R3P9A354RR18P7QRA4TPTP7Q3ZY78P3259A9SATO7AS7A922227QPE61Y9Y41A6Y6A6T1SA5ZY44ZP98S987Y64O9T8O27E1AY9QEE37PPYPS","60","271","400","S243Y3Z6A71252A","443.44","QEAQ6","2"
"524",38,"2Q3O16ZSQPA2O49S6OP2P14R2TAO216T22R1S12T3R92SR7E59RPA9YYY57S7S1ZPARAQ9492RYSSZPQQ4Y986QER4RE98QS34QS81A1YEEYOET38QTSZE86","463","239","54","3O8Y75OZZE8Q6A9","111.16","4AY3P","1"
"430",34,"1RTZ6RZ2A428SOP9T89YZTY2RZTQP84O1P3E4SSQSPOZ1SOR6PP5R24YYAP9ZQ8TOQ55R664YTOAZ78SS13Y1PRYR2A133RPZ456OS49OS4E9AZY8PAT7SQE","311","39","404","EY9OZEAOQQ3RS3O","81.54","T425Q","2"
"515",76,"O67Q398ZQY3EOP4YAQ731Y46OT1ZQZ7539SQYY543OEPR6ARA7243QS87AS9253YR12P45882YE9E331SS6S2888O95T149P911376R8233Y2Z7ASYYP9792","276","307","169","55ZOY2PQT7EOROA","197.35","ZAQZY","3"
"497",99,"8R3975642QE167QAQQ9Z42P179PY368P5AZQAS538E6P82178RPY3QQYO23Z42YT37984562E56Q234AZ9YPYAARE28ZE36EPQE879YZ1A5REQY5ST24RT6Y","182","415","37","E9R1Z5S32E7AP91","274.44","T5P5Y","2"
"495",60,"28YOPYS1QESQETQ6T8QR364AT3Z6R9PYOS7QR871YA8198TSO196O869ST3Z71551Z94RT2A2ZRZ1AT8884R6E8TREQZ8TA617AR1POPZR4246629O1SESR3","249","284","180","ZOTP36774P7TRO2","118.51","SA5Q2","1"
"405",7,"2ZRQ5Q2ZA7Q8QP56R8E447Z825T1Z37Y68YYO9E52OOA991914EA14EZ2EET3R9TQYYZT93P495ZQ6QPA8499A96294Y7574T5ES5EE4356A3PAS57EA5P64","97","100","87","ZATEZO1O926YT15","275.23","4QSO7","3"
"298",29,"A95E5P2Z7OY348RETSQ9Q14A1ZPZ75YQEOY5SO5SQ2Z6648AQYZPQAAOQAA291373YZ6TP4O1OOYT735E9PP9E2P2534YP3PE297A8T3ST868PT465593Z5R","496","445","246","772377OZSZQQZ3Y","318.74","3O8Q2","2"
"290",8,"48Y63PQ7198S3QA2P5E6YA72R84P66E4RQ7AYPRRS2S74SA74ZY64PATZ1RO8T474Z5Q8TZ3SSA5A97E45Z4679T947P2575128Q3938QEO7EE586RP493E8","104","374","406","O213RO196A7664O","98.31","YA9PT","2"
"292",71,"343O4SSS4218Z4OSR2P7QAZR549TP9486T35T5P4AP1REYZ4654ERAASAS2Z257YP64Z9E87QQ76T7A753AAPZ15TZ25RPQ8T32579T72OE6Y4SE48YSOZ13","401","302","132","5QQZQ47T1Z2ZZT6","60.23","P94SE","1"
